# Whois Google Geo
1,LVLT-1 - Level 3 Parent  LLC,US
2,UDEL-DCN - University of Delaware,US,39.6779504,-75.7528001
3,MIT-GATEWAYS - Massachusetts Institute of Technology,US,42.360091,-71.0963487
4,ISI-AS - University of Southern California,US,34.0223519,-118.2873057
5,SYMBOLICS - WFA Group LLC,US,29.9805554,-95.5168202
6,BULL-HN - Bull HN Information Systems Inc.,US,42.5940886,-71.3232223
7,DSTL - The Defence Science and Technology Laboratory,GB,51.2211468,-1.3383805
8,RICE-AS - Rice University,US,29.7173941,-95.4040199
9,CMU-ROUTER - Carnegie Mellon University,US,40.4427314,-79.9451439
10,CSNET-EXT-AS - CSNET Coordination and Information Center (CSNET-CIC),US
11,HARVARD - Harvard University,US,42.3770029,-71.1188488
12,NYU-DOMAIN - New York University,US,40.7295134,-73.9986496
13,DNIC-AS-00013 - Headquarters  USAISC,US,39.0981528,-76.7427286
14,COLUMBIA-GW - Columbia University,US,40.8075355,-73.9647614
15,NET-DYNAMICS-EXP - DYNAMICS,US,34.3275783,-95.7048847
16,LBL - Lawrence Berkeley National Laboratory,US,37.8759016,-122.2522432
17,PURDUE - Purdue University,US,40.4237054,-86.9233833
18,UTEXAS - University of Texas at Austin,US,30.2849185,-97.7362454
19,LEIDOS-AS - Leidos  Inc.,US,34.3275783,-95.7048847
20,UR - University of Rochester,US,43.1305531,-77.628192
21,RAND - The RAND Corporation,US,34.3275783,-95.7048847
22,DNIC-AS-00022 - Navy Network Information Center (NNIC),US,39.9747423,-82.89693
23,AS23 - National Aeronautics and Space Administration,US,39.3430201,-81.65604
24,AS24 - National Aeronautics and Space Administration,US,39.3430201,-81.65604
25,UCB - University of California at Berkeley,US,37.8718992,-122.2607286
26,CORNELL - Cornell University,US,42.4534492,-76.4756914
27,UMDNET - University of Maryland,US,38.9869183,-76.944743
28,DFVLR-SYS - Deutsches Zentrum fuer Luft- und Raumfahrt e.V.,DE,50.7270595,8.0821907
29,YALE-AS - Yale University,US,41.3163244,-72.9245318
30,SRI-AICNET - SRI International,US,34.7014122,-106.015755
31,CIT - California Institute of Technology,US,34.1376576,-118.1274577
32,STANFORD - Stanford University,US,37.4274745,-122.1719077
33,HP-DIGITAL-33 - Hewlett-Packard Company,US,34.3275783,-95.7048847
34,UDELNET - University of Delaware,US,39.6779504,-75.7528001
35,MITRE-AS-1 - The MITRE Corporation,US,38.5471666,-89.8841259
36,EGP-TESTOR - SRI International,US,34.7014122,-106.015755
37,DNIC-AS-00037 - Navy Network Information Center (NNIC),US,39.9747423,-82.89693
38,UIUC - University of Illinois,US,40.1019523,-88.2293502
39,DNIC-AS-00039 - DoD Network Information Center,US,39.9747423,-82.89693
40,MIT-TEST - Massachusetts Institute of Technology,US,42.360091,-71.0963487
41,AS41 - National Aeronautics and Space Administration,US,39.3430201,-81.65604
42,WOODYNET-1 - WoodyNet,US
43,BNL-AS - Brookhaven National Laboratory,US,40.8642635,-72.8773571
44,S1-DOMAIN - Lawrence Livermore National Laboratory,US,37.6869634,-121.7080639
45,LLL-TIS-AS - Lawrence Livermore National Laboratory,US,37.6869634,-121.7080639
46,RUTGERS - Rutgers University,US,40.5008186,-74.4495878
47,USC-AS - University of Southern California,US,34.0223519,-118.2873057
48,DNIC-AS-00048 - Navy Network Information Center (NNIC),US,39.9747423,-82.89693
49,US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY - US National Institute of Standards & Technology,US,39.4763078,-95.7295712
50,ORNL-MSRNET - Oak Ridge National Laboratory,US,35.9311,-84.3121665
51,DNIC-AS-00051 - Headquarters  USAISC,US,39.0981528,-76.7427286
52,UCLA - University of California  Los Angeles,US,34.068921,-118.4473698
53,NORTHROP-AS - Northrop Grumman Corporation - Automation Sciences Laboratory,US,34.3275783,-95.7048847
54,DNIC-AS-00054 - Headquarters  USAISC,US,39.0981528,-76.7427286
55,UPENN - University of Pennsylvania,US,39.9522188,-75.1954024
56,DNIC-AS-00056 - DoD Network Information Center,US,39.9747423,-82.89693
57,NL-GIGAPOP - University of Minnesota,US,44.97399,-93.2299172
58,SSC-299-Z-58 - Shared Services Canada,CA,45.396613,-75.7447785
59,WISC-MADISON-AS - University of Wisconsin Madison,US,43.076592,-89.4146762
60,AINET-AS60 - Advanced Information Technology Services  LLC,US,34.7988084,-87.6767139
61,DEC-MARLBORO-AS - Air Force Systems Networking,US,34.6733424,-95.0941651
62,CONE - CyrusOne LLC,US,35.6792357,-96.3343249
63,LL-MI - Massachusetts Institute of Technology,US,42.360091,-71.0963487
64,MITRE-AS-2 - The MITRE Corporation,US,38.5471666,-89.8841259
65,AF-RASN-65 - Air Force Systems Networking,US,34.6733424,-95.0941651
66,DNIC-AS-00066 - Headquarters  USAISC,US,39.0981528,-76.7427286
67,SDC-PRC-AS - Unisys Corporation,US,34.3275783,-95.7048847
68,LANL-INET-AS - Los Alamos National Laboratory,US,35.8440582,-106.2893507
69,UPENN-ANYCAST - University of Pennsylvania,US,39.9522188,-75.1954024
70,NLM-GW - National Library of Medicine,US,38.9959508,-77.101021
71,HP-INTERNET-AS - Hewlett-Packard Company,US,34.3275783,-95.7048847
72,SCHLUMBERGER-AS - Schlumberger Limited,US,29.749434,-95.4758103
73,WASHINGTON-AS - University of Washington,US,47.5032436,-122.5946011
74,SSC-299-Z-74 - Shared Services Canada,CA,45.396613,-75.7447785
76,SDC-CAM-AS - Unisys Corporation,US,34.3275783,-95.7048847
77,JHUAPL-AS - Johns Hopkins University Applied Physics Laboratory,US,39.163054,-76.9021496
78,BA-346-78 - BT Americas  Inc,US,34.3275783,-95.7048847
79,DSPO-HC-AS - Los Alamos National Laboratory,US,35.8440582,-106.2893507
80,GE-CRD - General Electric Company,US,34.3275783,-95.7048847
81,NCREN - MCNC,US,40.7361869,-74.0091474
82,TWG-DEMO-AS - Attachmate Corp.,US,34.3275783,-95.7048847
83,DNIC-AS-00083 - Headquarters  USAISC,US,39.0981528,-76.7427286
84,DNIC-AS-00084 - Navy Network Information Center (NNIC),US,39.9747423,-82.89693
85,AERO-NET - The Aerospace Corporation,US,34.3275783,-95.7048847
86,CSC-300-AS86 - Computer Sciences Corporation,US,34.3275783,-95.7048847
87,INDIANA-AS - Indiana University,US,39.7886762,-88.5034816
88,PRINCETON-AS - Princeton University,US,37.0625,-95.677068
89,DNIC-AS-00089 - Navy Network Information Center (NNIC),US,39.9747423,-82.89693
90,SUN-AS - Oracle Corporation,US,34.3275783,-95.7048847
91,RPI-AS - Rensselaer Polytechnic Institute,US,42.7297628,-73.6810771
92,CLARKSON-AS - Clarkson University,US,44.6636819,-74.9998999
93,NTTA-93 - NTT America  Inc.,US,34.3275783,-95.7048847
94,DNIC-AS-00094 - Headquarters  USAISC,US,39.0981528,-76.7427286
95,DNIC-AS-00095 - DoD Network Information Center,US,39.9747423,-82.89693
96,DNIC-AS-00096 - Headquarters  USAISC,US,39.0981528,-76.7427286
97,NTTA-97 - NTT America  Inc.,US,34.3275783,-95.7048847
98,ROCKEFELLER-AS - The Rockefeller University,US
99,INTEL-IWARP - Intel Corporation,US
100,FMC-CTC - FMC Central Engineering Laboratories,US,35.5106775,-96.1370592
101,WASH-NSF-AS - University of Washington,US,47.5032436,-122.5946011
102,NSF-HQ-AS - National Science Foundation,US,38.80142,-77.0726272
103,NWU-AS - Northwestern University,US,42.0564594,-87.6774557
104,COLORADO-AS - University of Colorado at Boulder,US,40.007581,-105.2681304
105,MOT-MCD-AS - Gould Computer Systems Division,US
106,GDAIS-ASN-106 - General Dynamics Mission Systems  Inc.,US,34.3275783,-95.7048847
107,ECSNET-AS - Air Force Systems Networking,US,34.6733424,-95.0941651
108,XEROX-AS - Xerox Corporation,US,34.3275783,-95.7048847
109,CISCOSYSTEMS - Cisco Systems  Inc.,US,34.3275783,-95.7048847
